"","ANO","CODMUNRES","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","TOTAL_DE_NASCIDOS_VIVOS","NASCIDOS_VIVOS_COM_BAIXO_PESO","NASCIDOS_VIVOS_PREMATUROS","NASCIDOS_VIVOS_TERMO_PRECOCE"
"6152","2013","210663","2","2","7","0","6","2","7","106",11,15,21
"6153","2013","210667","0","0","2","0","1","0","6","97",2,7,29
"6154","2013","210670","2","0","18","2","3","10","30","314",20,45,50
"6155","2013","210675","2","5","14","0","7","13","12","310",21,32,69
"6156","2013","210680","3","4","18","1","5","8","13","201",25,27,29
"6157","2013","210690","6","6","33","6","14","25","51","624",45,96,100
"6158","2013","210700","0","2","5","0","2","5","11","160",7,18,31
"6159","2013","210710","1","2","13","0","3","5","16","319",16,25,38
"6160","2013","210720","2","3","6","1","2","4","13","191",11,20,30
"6161","2013","210725","0","1","0","0","2","1","6","76",1,9,13
"6162","2013","210730","0","1","3","0","1","2","6","50",4,10,6
"6163","2013","210735","2","8","21","0","9","10","21","338",31,40,63
"6164","2013","210740","3","1","13","2","5","3","9","268",17,19,42
"6165","2013","210745","1","4","15","1","2","6","10","208",20,19,37
"6166","2013","210750","18","24","95","8","26","43","106","1587",137,183,375
"6167","2013","210760","3","5","15","1","3","12","24","280",23,40,41
"6168","2013","210770","6","0","18","1","2","9","26","379",24,38,77
"6169","2013","210780","2","5","20","1","12","13","32","537",27,58,112
"6170","2013","210790","1","3","24","0","0","3","6","338",28,9,43
"6171","2013","210800","1","6","27","0","5","10","33","319",34,48,54
"6172","2013","210805","1","1","12","1","1","4","13","306",14,19,60
"6173","2013","210810","2","3","24","0","2","10","23","393",29,35,69
"6174","2013","210820","7","9","23","9","11","28","35","671",39,83,196
"6175","2013","210825","2","1","6","0","3","7","11","291",9,40,22
"6176","2013","210830","7","7","37","1","24","19","59","651",51,103,142
"6177","2013","210840","2","0","8","0","7","1","6","140",10,14,26
"6178","2013","210845","7","7","15","4","10","11","28","393",29,53,77
"6179","2013","210850","4","8","24","1","8","19","40","520",36,68,118
"6180","2013","210860","16","17","64","7","42","46","102","1388",97,197,230
"6181","2013","210870","4","11","18","4","5","7","52","505",33,68,124
"6182","2013","210880","5","5","16","1","6","7","17","305",26,31,61
"6183","2013","210890","4","3","11","1","4","4","22","258",18,31,58
"6184","2013","210900","2","8","23","0","9","13","18","442",33,40,120
"6185","2013","210905","0","3","4","0","3","3","6","85",7,12,11
"6186","2013","210910","7","11","26","3","8","23","43","802",44,77,196
"6187","2013","210920","2","4","4","0","11","11","19","194",10,41,33
"6188","2013","210923","1","0","2","0","1","5","12","92",3,18,15
"6189","2013","210927","2","5","18","2","9","10","30","327",25,51,58
"6190","2013","210930","2","3","13","1","1","5","11","178",18,18,32
"6191","2013","210940","4","1","14","0","0","6","15","180",19,21,25
"6192","2013","210945","7","7","18","3","9","9","24","470",32,45,117
"6193","2013","210950","6","0","14","0","8","6","23","322",20,37,58
"6194","2013","210955","2","3","8","2","1","3","7","138",13,13,27
"6195","2013","210960","5","6","34","3","14","24","48","582",45,89,110
"6196","2013","210970","1","2","2","0","2","5","4","66",5,11,13
"6197","2013","210975","0","0","2","0","2","3","10","105",2,15,15
"6198","2013","210980","6","6","25","5","15","25","35","601",37,80,100
"6199","2013","210990","10","19","59","3","24","24","89","1593",88,140,336
"6200","2013","211000","12","23","60","4","12","21","67","1290",95,104,279
"6201","2013","211003","1","4","16","2","15","18","28","386",21,63,85
"6202","2013","211010","7","2","17","3","4","14","24","474",26,45,94
"6203","2013","211020","3","6","39","7","12","17","49","681",48,85,156
"6204","2013","211023","0","0","5","0","1","1","4","132",5,6,31
"6205","2013","211027","1","2","4","0","4","4","9","142",7,17,36
"6206","2013","211030","2","1","15","0","1","2","7","245",18,10,20
"6207","2013","211040","0","2","18","0","4","7","33","426",20,44,70
"6208","2013","211050","6","5","15","1","16","8","49","521",26,75,109
"6209","2013","211060","2","7","16","1","4","13","22","471",25,40,88
"6210","2013","211065","1","0","2","0","1","0","6","96",3,7,12
"6211","2013","211070","2","13","25","3","6","16","47","642",40,72,125
"6212","2013","211080","0","0","4","0","0","0","5","47",4,5,4
"6213","2013","211085","0","1","3","0","2","6","7","133",4,15,29
"6214","2013","211090","1","1","7","0","3","1","13","129",9,17,26
"6215","2013","211100","1","3","21","1","5","9","17","304",25,32,64
"6216","2013","211102","1","5","3","0","5","6","20","235",9,31,44
"6217","2013","211105","1","0","10","1","0","5","7","190",11,13,39
"6218","2013","211107","1","2","22","0","1","2","1","283",25,4,19
"6219","2013","211110","3","6","24","3","6","5","18","399",33,32,119
"6220","2013","211120","41","46","174","19","50","81","228","3103",261,378,698
"6221","2013","211125","1","1","3","1","2","2","4","99",5,9,20
"6222","2013","211130","333","307","995","143","323","516","1156","17204",1635,2138,4517
"6223","2013","211140","0","7","24","0","6","10","24","348",31,40,74
"6224","2013","211150","10","19","41","3","17","24","44","685",70,88,143
"6225","2013","211153","3","3","7","2","4","3","10","165",13,19,42
"6226","2013","211157","0","0","2","0","0","0","1","68",2,1,3
"6227","2013","211160","3","5","19","1","4","11","24","342",27,40,63
"6228","2013","211163","0","0","0","1","0","1","4","69",0,6,12
"6229","2013","211167","1","0","3","0","1","2","6","89",4,9,20
"6230","2013","211170","5","5","20","0","5","7","25","326",30,37,48
"6231","2013","211172","0","2","3","1","1","3","3","110",5,8,29
"6232","2013","211174","0","2","3","0","3","3","14","172",5,20,21
"6233","2013","211176","5","3","14","2","5","9","23","326",22,39,72
"6234","2013","211178","0","2","15","0","1","2","5","152",17,8,13
"6235","2013","211180","4","5","8","1","7","7","11","237",17,26,47
"6236","2013","211190","1","0","7","0","3","5","13","176",8,21,40
"6237","2013","211195","0","1","3","0","2","0","4","80",4,6,20
"6238","2013","211200","0","2","6","0","3","5","6","127",8,14,27
"6239","2013","211210","5","9","31","2","4","18","30","574",45,54,122
"6240","2013","211220","31","38","134","14","67","70","192","2524",203,343,517
"6241","2013","211223","3","2","14","1","5","11","24","313",19,41,80
"6242","2013","211227","1","2","3","0","0","2","6","109",6,9,21
"6243","2013","211230","1","3","16","1","5","12","35","610",20,53,127
"6244","2013","211240","1","5","40","1","15","18","62","689",46,96,241
"6245","2013","211245","0","2","14","1","6","7","21","341",16,35,37
"6246","2013","211250","7","6","53","9","29","31","80","985",66,149,221
"6247","2013","211260","5","3","29","1","9","25","69","681",37,104,150
"6248","2013","211270","3","12","54","4","22","32","70","880",69,128,185
"6249","2013","211280","16","12","61","6","23","36","89","1044",89,154,166
"6250","2013","211285","3","2","7","0","4","3","3","123",12,10,33
"6251","2013","211290","2","7","32","0","11","19","41","607",41,71,116
"6252","2013","211300","4","1","18","1","5","10","36","483",23,52,125
"6253","2013","211400","6","8","45","1","16","38","63","837",59,118,177
"6254","2013","220005","0","0","5","0","0","4","7","80",5,11,14
"6255","2013","220010","1","0","1","1","0","0","3","50",2,4,13
"6256","2013","220020","5","4","11","0","9","7","17","295",20,33,86
"6257","2013","220025","0","0","6","0","0","1","2","89",6,3,25
"6258","2013","220027","0","0","5","0","0","3","3","69",5,6,28
"6259","2013","220030","1","5","13","0","3","6","11","134",19,20,29
"6260","2013","220040","11","8","28","4","10","21","29","528",47,65,128
"6261","2013","220045","2","1","3","0","2","1","3","74",6,6,26
"6262","2013","220050","3","2","13","1","8","8","23","256",18,40,58
"6263","2013","220060","3","1","7","2","0","4","1","95",11,7,25
"6264","2013","220070","0","2","8","0","0","1","6","143",10,7,40
"6265","2013","220080","0","0","3","0","0","1","4","44",3,5,12
"6266","2013","220090","0","1","2","0","0","3","5","59",3,8,13
"6267","2013","220095","0","0","0","0","0","1","1","21",0,2,5
"6268","2013","220100","1","1","5","0","1","0","3","51",7,4,13
"6269","2013","220105","0","2","6","0","2","3","5","109",8,10,28
"6270","2013","220110","3","4","5","2","5","4","14","184",12,25,33
"6271","2013","220115","1","1","9","0","3","6","18","243",11,27,59
"6272","2013","220117","0","0","0","0","0","1","2","46",0,3,13
"6273","2013","220120","12","13","33","4","11","18","47","765",58,80,133
"6274","2013","220130","1","0","3","1","0","2","3","48",4,6,10
"6275","2013","220140","1","2","12","1","3","2","12","102",15,18,20
"6276","2013","220150","4","4","20","0","4","8","21","340",28,33,86
"6277","2013","220155","1","0","9","0","1","2","4","50",10,7,10
"6278","2013","220157","0","1","3","0","0","1","3","38",4,4,14
"6279","2013","220160","2","2","6","1","1","1","7","128",10,10,32
"6280","2013","220170","0","1","7","0","1","2","11","93",8,14,25
"6281","2013","220173","0","2","2","0","3","1","14","90",4,18,11
"6282","2013","220177","1","1","3","1","1","1","4","90",5,7,16
"6283","2013","220180","1","0","1","0","1","2","1","36",2,4,13
"6284","2013","220190","6","7","22","5","8","8","34","472",35,55,126
"6285","2013","220191","1","1","6","2","1","2","4","87",8,9,32
"6286","2013","220192","1","2","3","1","2","2","4","76",6,9,13
"6287","2013","220194","1","0","1","1","0","1","8","101",2,10,26
"6288","2013","220196","1","2","3","1","2","2","5","91",6,10,19
"6289","2013","220198","0","0","4","0","0","3","3","63",4,6,17
"6290","2013","220200","1","1","14","1","4","6","21","308",16,32,59
"6291","2013","220202","0","0","4","0","0","2","3","74",4,5,11
"6292","2013","220205","2","0","6","1","0","2","11","113",8,14,21
"6293","2013","220207","1","0","3","0","2","1","1","25",4,4,7
"6294","2013","220208","3","2","4","0","4","2","4","88",9,10,20
"6295","2013","220209","0","0","3","0","0","0","3","54",3,3,10
"6296","2013","220210","1","0","5","1","1","1","6","71",6,9,17
"6297","2013","220211","0","0","4","0","2","2","4","66",4,8,9
"6298","2013","220213","0","0","5","0","0","2","5","71",5,7,20
"6299","2013","220217","3","0","6","3","1","1","6","103",9,11,24
"6300","2013","220220","10","9","36","5","8","14","38","795",55,65,189
"6301","2013","220225","0","0","3","0","0","0","4","42",3,4,11
"6302","2013","220230","3","2","19","0","2","4","13","264",24,19,56
"6303","2013","220240","0","3","7","0","3","3","6","166",10,12,38
"6304","2013","220245","0","0","1","0","0","0","3","27",1,3,3
"6305","2013","220250","0","1","10","0","1","4","13","173",11,18,47
"6306","2013","220253","0","1","4","0","1","2","2","70",5,5,19
"6307","2013","220255","0","0","7","0","2","4","11","74",7,17,22
"6308","2013","220260","4","3","15","1","7","3","23","311",22,34,75
"6309","2013","220265","0","1","6","0","3","1","0","87",7,4,22
"6310","2013","220270","3","4","23","4","8","9","24","370",30,45,80
"6311","2013","220271","0","1","1","0","1","1","5","72",2,7,15
"6312","2013","220272","0","0","4","0","0","2","2","83",4,4,18
"6313","2013","220273","0","1","2","1","2","1","4","49",3,8,7
"6314","2013","220275","2","0","5","0","2","1","6","73",7,9,16
"6315","2013","220277","1","4","1","0","2","4","7","78",6,13,14
"6316","2013","220280","1","1","5","0","1","3","4","75",7,8,20
"6317","2013","220285","1","1","0","1","1","0","5","53",2,7,18
"6318","2013","220290","6","6","7","4","5","7","27","410",19,43,95
"6319","2013","220300","1","0","4","0","3","5","4","105",5,12,25
"6320","2013","220310","1","1","8","0","1","10","12","164",10,23,41
"6321","2013","220320","0","1","5","1","8","4","11","166",6,24,31
"6322","2013","220323","0","0","5","0","0","2","5","79",5,7,23
"6323","2013","220325","0","2","3","0","2","1","6","63",5,9,15
"6324","2013","220327","0","1","5","0","0","4","8","78",6,12,22
"6325","2013","220330","0","3","15","0","1","9","19","187",18,29,47
"6326","2013","220335","2","2","8","1","3","3","11","96",12,18,34
"6327","2013","220340","0","2","9","0","1","2","7","89",11,10,27
"6328","2013","220342","1","0","2","1","1","1","1","48",3,4,5
"6329","2013","220345","0","2","0","0","2","0","9","87",2,11,30
"6330","2013","220350","2","4","13","1","8","4","12","155",19,25,38
"6331","2013","220360","1","0","0","0","0","1","1","50",1,2,12
"6332","2013","220370","3","10","33","2","10","24","33","649",46,69,174
"6333","2013","220375","0","0","2","1","0","4","4","82",2,9,29
"6334","2013","220380","0","3","2","1","2","0","2","52",5,6,10
"6335","2013","220385","0","1","1","0","1","0","2","27",2,3,9
"6336","2013","220390","10","10","51","3","17","23","60","834",71,103,228
"6337","2013","220400","3","0","1","2","2","0","2","47",4,6,11
"6338","2013","220410","0","0","1","0","0","1","4","60",1,7,14
"6339","2013","220415","0","1","1","0","1","0","2","41",2,3,13
"6340","2013","220420","3","1","3","1","2","1","3","95",7,7,27
"6341","2013","220430","0","2","6","0","0","1","5","139",8,6,53
"6342","2013","220435","0","1","4","1","1","0","3","75",5,5,21
"6343","2013","220440","1","5","9","1","5","5","23","189",15,34,36
"6344","2013","220450","3","1","7","0","6","3","12","160",11,21,38
"6345","2013","220455","0","0","1","0","1","0","4","67",1,5,20
"6346","2013","220460","0","0","2","0","0","0","3","51",2,3,13
"6347","2013","220465","1","2","8","2","1","2","10","148",11,15,35
"6348","2013","220470","0","1","8","0","2","3","21","202",9,26,57
"6349","2013","220480","2","1","5","0","1","6","6","130",8,13,32
"6350","2013","220490","0","0","8","0","1","1","12","115",8,14,29
"6351","2013","220500","1","2","7","0","0","5","7","115",10,12,31
"6352","2013","220510","0","2","7","0","4","3","13","150",9,20,37
"6353","2013","220515","0","1","4","0","0","2","7","84",5,9,18
"6354","2013","220520","6","3","9","4","4","10","15","285",18,33,82
"6355","2013","220525","1","1","1","1","1","2","5","61",3,9,17
"6356","2013","220527","0","0","0","0","0","1","1","55",0,2,15
"6357","2013","220530","0","2","2","0","1","2","5","62",4,8,13
"6358","2013","220535","0","0","3","0","0","1","3","38",3,4,12
"6359","2013","220540","0","0","10","0","2","7","8","184",10,17,37
"6360","2013","220545","0","1","3","0","2","4","12","78",4,18,17
"6361","2013","220550","5","5","30","2","5","11","37","482",40,55,118
"6362","2013","220551","0","0","1","0","0","1","4","66",1,5,6
"6363","2013","220552","3","1","5","2","1","1","8","97",9,12,19
"6364","2013","220553","1","2","8","1","1","2","3","74",11,7,23
"6365","2013","220554","0","0","1","0","0","0","1","42",1,1,7
"6366","2013","220555","2","2","5","2","3","5","9","119",9,21,15
"6367","2013","220556","1","1","3","0","3","0","5","65",5,8,4
"6368","2013","220557","1","0","5","1","0","3","6","88",6,10,19
"6369","2013","220558","3","0","2","2","0","0","2","62",5,4,23
"6370","2013","220559","1","1","7","0","0","2","3","46",9,5,16
"6371","2013","220560","0","0","1","0","0","2","1","47",1,3,20
"6372","2013","220570","6","7","20","5","11","13","22","430",33,51,98
"6373","2013","220580","4","3","20","0","12","14","26","388",27,52,115
"6374","2013","220585","0","4","7","0","3","8","9","132",11,20,33
"6375","2013","220590","0","0","1","0","0","3","4","67",1,7,17
"6376","2013","220595","1","2","4","0","1","0","5","124",7,6,38
"6377","2013","220600","0","0","1","0","0","1","1","56",1,2,17
"6378","2013","220605","0","1","2","0","0","0","6","67",3,6,13
"6379","2013","220610","1","0","4","0","0","4","6","176",5,10,40
"6380","2013","220620","10","6","27","6","7","17","40","528",43,70,102
"6381","2013","220630","0","0","1","0","0","1","1","21",1,2,5
"6382","2013","220635","0","0","3","0","2","1","5","82",3,8,20
"6383","2013","220640","0","2","10","0","1","1","14","147",12,16,38
"6384","2013","220650","0","1","9","0","2","1","7","103",10,10,39
"6385","2013","220660","0","1","8","0","4","7","10","182",9,21,38
"6386","2013","220665","0","1","4","3","2","2","12","78",5,19,12
"6387","2013","220667","0","0","6","0","1","2","4","86",6,7,21
"6388","2013","220669","1","0","2","1","1","6","7","102",3,15,25
"6389","2013","220670","0","1","2","0","0","1","6","83",3,7,16
"6390","2013","220672","3","0","7","1","3","3","18","152",10,25,20
"6391","2013","220675","1","2","2","0","1","0","3","66",5,4,17
"6392","2013","220680","2","2","12","0","3","2","7","155",16,12,34
