"ano","codmunres","total_de_nascidos_vivos","nvm_menor_que_20","pop_feminina_10_a_19","mulheres_com_mais_de_tres_partos_anteriores","pop_fem_10_49","abortos_sus_30_a_39","abortos_sus_40_a_49","abortos_sus_menor_30","abortos_ans_30_a_39","abortos_ans_40_a_49","abortos_ans_menor_30","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
2020,431690,3283,325,18282,142,81852,26,5,24,11,3,7,15634,66218,627,2656
2021,431690,3084,296,17936,131,81593,14,4,26,13,5,4,15339,66254,580,2504
2022,431690,2993,234,NA,147,NA,19,9,22,11,7,4,NA,NA,NA,NA
2012,431695,38,3,404,0,1821,0,0,0,0,0,0,213,1608,4,34
2013,431695,51,6,386,0,1806,0,0,0,0,0,0,211,1595,6,45
2014,431695,84,10,368,1,1793,0,0,0,0,0,0,134,1659,6,78
2015,431695,52,1,350,0,1780,1,0,0,0,0,0,176,1604,5,47
2016,431695,50,3,339,0,1763,3,0,1,0,0,0,183,1580,5,45
2017,431695,58,1,327,1,1745,0,0,0,1,0,0,199,1546,7,51
2018,431695,60,2,315,1,1728,0,0,0,0,0,0,209,1519,7,53
2019,431695,53,2,303,0,1708,0,0,0,0,0,0,215,1493,7,46
2020,431695,48,1,293,1,1692,0,0,0,0,0,0,213,1479,6,42
2021,431695,52,0,287,1,1674,1,0,0,0,0,0,224,1450,7,45
2022,431695,49,2,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431697,20,3,173,1,650,0,0,0,0,0,0,3,647,0,20
2013,431697,26,2,167,2,653,0,0,0,0,0,0,3,650,0,26
2014,431697,25,4,161,1,654,0,0,0,0,0,0,3,651,0,25
2015,431697,30,3,155,0,657,0,0,0,0,0,0,3,654,0,30
2016,431697,23,2,152,0,654,0,0,0,0,0,0,4,650,0,23
2017,431697,17,0,149,0,652,0,0,0,0,0,0,4,648,0,17
2018,431697,17,2,145,1,649,0,0,0,0,0,0,2,647,0,17
2019,431697,23,4,142,1,648,0,0,0,0,0,0,2,646,0,23
2020,431697,37,7,139,2,645,0,0,0,0,0,0,4,641,0,37
2021,431697,15,0,136,1,639,0,0,0,0,0,0,2,637,0,15
2022,431697,9,1,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431700,70,16,574,5,2199,0,0,0,0,0,0,22,2177,1,69
2013,431700,65,9,552,4,2166,0,0,0,0,0,0,22,2144,1,64
2014,431700,68,14,529,5,2144,0,0,0,0,0,0,21,2123,1,67
2015,431700,57,10,508,3,2124,1,1,2,0,0,0,23,2101,1,56
2016,431700,53,10,495,3,2083,0,0,1,0,0,0,23,2060,1,52
2017,431700,64,12,479,2,2039,3,0,1,0,0,0,24,2015,1,63
2018,431700,57,12,463,4,1996,0,1,0,0,0,0,28,1968,1,56
2019,431700,69,19,448,8,1956,0,0,1,0,0,0,29,1927,1,68
2020,431700,52,12,435,4,1915,0,0,1,0,0,0,25,1890,1,51
2021,431700,56,9,418,6,1881,1,0,0,0,0,0,23,1858,1,55
2022,431700,46,6,NA,3,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,431710,1048,207,6921,87,24189,0,0,0,0,0,0,2322,21867,101,947
2013,431710,1049,221,6629,71,23680,0,0,0,0,0,0,2273,21407,101,948
2014,431710,1126,207,6339,92,23170,0,0,0,0,0,0,1923,21247,93,1033
2015,431710,1193,186,6044,68,22645,7,5,20,1,0,1,1970,20675,104,1089
2016,431710,1189,197,5761,60,22118,17,5,33,0,0,0,2300,19818,124,1065
2017,431710,1099,163,5458,54,21596,20,5,34,2,0,0,2246,19350,114,985
2018,431710,1124,158,5160,56,21082,20,9,34,1,0,1,2066,19016,110,1014
2019,431710,1080,145,4874,69,20583,15,15,36,1,0,0,1976,18607,104,976
2020,431710,1046,145,4599,58,20097,13,7,30,0,1,0,1929,18168,100,946
2021,431710,986,134,4422,60,19694,19,5,32,0,0,0,1871,17823,94,892
2022,431710,893,82,NA,48,NA,18,15,32,0,0,1,NA,NA,NA,NA
2012,431720,919,108,5353,24,22113,0,0,0,0,0,0,4157,17956,173,746
2013,431720,919,112,5208,21,21942,0,0,0,0,0,0,4235,17707,177,742
2014,431720,973,115,5061,17,21766,0,0,0,0,0,0,4288,17478,192,781
2015,431720,1013,139,4914,24,21596,0,0,2,0,1,0,4146,17450,194,819
2016,431720,998,109,4796,27,21415,0,0,0,1,0,0,4133,17282,193,805
2017,431720,1028,97,4656,23,21220,0,0,1,3,1,1,4095,17125,198,830
2018,431720,1037,86,4512,22,21020,0,3,2,1,0,0,3994,17026,197,840
2019,431720,1060,80,4379,17,20825,0,0,0,1,1,0,3873,16952,197,863
2020,431720,989,67,4257,22,20640,6,1,7,1,0,0,3880,16760,186,803
2021,431720,989,67,4163,14,20461,6,2,11,1,0,0,3929,16532,190,799
2022,431720,985,58,NA,21,NA,5,1,2,1,0,0,NA,NA,NA,NA
2012,431725,7,1,88,0,401,0,0,0,0,0,0,79,322,1,6
2013,431725,9,0,85,0,394,0,0,0,0,0,0,78,316,2,7
2014,431725,8,0,82,0,388,0,0,0,0,0,0,81,307,2,6
2015,431725,8,2,78,0,380,0,0,0,0,0,0,78,302,2,6
2016,431725,12,3,76,0,374,0,0,0,0,0,0,72,302,2,10
2017,431725,10,0,73,0,367,0,0,0,1,0,0,76,291,2,8
2018,431725,10,1,70,0,358,0,0,0,0,0,0,69,289,2,8
2019,431725,12,0,69,0,354,0,0,0,0,0,0,67,287,2,10
2020,431725,9,0,66,0,345,0,0,0,0,0,0,68,277,2,7
2021,431725,7,0,63,0,342,0,0,0,0,0,0,68,274,1,6
2022,431725,8,1,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,431730,347,59,2454,14,9030,0,0,0,0,0,0,461,8569,18,329
2013,431730,413,75,2361,18,8870,0,0,0,0,0,0,470,8400,22,391
2014,431730,399,62,2268,18,8712,0,0,0,0,0,0,488,8224,22,377
2015,431730,442,64,2176,20,8549,8,2,7,1,0,0,487,8062,25,417
2016,431730,402,63,2076,20,8375,7,3,5,0,0,0,469,7906,23,379
2017,431730,401,59,1971,21,8202,15,2,9,0,0,0,443,7759,22,379
2018,431730,397,49,1864,14,8023,3,2,4,1,0,0,409,7614,20,377
2019,431730,374,54,1761,21,7856,8,1,5,1,0,0,409,7447,19,355
2020,431730,354,50,1664,11,7694,9,1,7,1,0,0,392,7302,18,336
2021,431730,327,34,1597,22,7558,4,2,8,0,0,0,363,7195,16,311
2022,431730,290,29,NA,6,NA,8,0,7,0,0,0,NA,NA,NA,NA
2012,431740,550,94,3771,18,14810,0,0,0,0,0,0,1155,13655,43,507
2013,431740,586,90,3624,8,14587,0,0,0,0,0,0,1138,13449,46,540
2014,431740,551,81,3475,10,14361,0,0,0,0,0,0,1149,13212,44,507
2015,431740,560,87,3327,15,14137,3,3,15,0,0,0,1131,13006,45,515
2016,431740,627,81,3211,11,13918,2,0,3,3,1,0,1127,12791,51,576
2017,431740,572,80,3084,13,13688,3,0,4,3,1,1,1177,12511,49,523
2018,431740,592,62,2956,15,13467,4,1,9,1,2,0,1225,12242,54,538
2019,431740,595,68,2835,11,13250,4,2,4,2,0,2,1192,12058,54,541
2020,431740,519,52,2720,13,13037,2,2,5,1,0,1,1186,11851,47,472
2021,431740,483,44,2638,10,12854,3,1,5,2,1,0,1183,11671,44,439
2022,431740,532,37,NA,10,NA,2,0,5,0,0,0,NA,NA,NA,NA
2012,431750,983,158,6125,42,23872,0,0,0,0,0,0,4321,19551,178,805
2013,431750,1054,180,5947,36,23598,0,0,0,0,0,0,4271,19327,191,863
2014,431750,1019,184,5763,39,23315,0,0,0,0,0,0,4080,19235,178,841
2015,431750,973,143,5581,27,23033,6,1,8,5,0,0,4169,18864,176,797
2016,431750,1030,168,5435,33,22740,2,0,2,0,2,1,4070,18670,184,846
2017,431750,1062,169,5268,28,22438,1,1,3,2,3,3,4196,18242,199,863
2018,431750,1036,143,5098,29,22135,4,1,5,4,1,2,4006,18129,188,848
2019,431750,1098,138,4939,39,21844,7,5,10,7,0,3,3954,17890,199,899
2020,431750,1024,123,4795,30,21556,15,4,8,1,0,1,3837,17719,182,842
2021,431750,968,100,4656,30,21293,10,6,20,0,1,1,3875,17418,176,792
2022,431750,935,87,NA,40,NA,18,3,20,2,0,1,NA,NA,NA,NA
2012,431755,21,3,157,1,591,0,0,0,0,0,0,34,557,1,20
2013,431755,26,3,149,1,586,0,0,0,0,0,0,33,553,1,25
2014,431755,12,0,139,2,583,0,0,0,0,0,0,26,557,1,11
2015,431755,16,2,130,0,575,0,0,0,0,0,0,34,541,1,15
2016,431755,16,1,127,0,570,0,0,0,0,0,0,32,538,1,15
2017,431755,21,1,124,1,562,0,0,0,0,0,0,39,523,1,20
2018,431755,29,3,121,1,556,0,0,0,0,0,0,39,517,2,27
2019,431755,21,2,117,1,549,0,0,0,0,0,0,33,516,1,20
2020,431755,26,3,115,0,544,0,0,0,0,0,0,30,514,1,25
2021,431755,10,0,110,0,537,1,0,0,1,0,0,29,508,1,9
2022,431755,14,3,NA,0,NA,0,1,0,0,0,0,NA,NA,NA,NA
2012,431760,460,61,3092,18,11965,0,0,0,0,0,0,1005,10960,39,421
2013,431760,461,74,3032,28,11934,0,0,0,0,0,0,955,10979,37,424
2014,431760,449,77,2973,19,11904,0,0,0,0,0,0,976,10928,37,412
2015,431760,500,68,2915,19,11878,4,2,3,1,0,0,950,10928,40,460
2016,431760,471,77,2840,28,11816,3,1,4,1,0,0,910,10906,36,435
2017,431760,450,51,2751,15,11734,0,1,0,0,1,0,962,10772,37,413
2018,431760,476,56,2659,17,11656,1,0,4,0,0,0,991,10665,40,436
2019,431760,443,39,2576,23,11581,5,2,2,0,0,0,1008,10573,39,404
2020,431760,452,48,2498,15,11510,3,0,0,0,0,0,990,10520,39,413
2021,431760,464,33,2431,10,11448,2,0,2,0,0,1,1053,10395,43,421
2022,431760,402,37,NA,11,NA,0,0,2,0,0,0,NA,NA,NA,NA
2012,431770,110,26,895,8,3097,0,0,0,0,0,0,65,3032,2,108
2013,431770,112,28,840,6,3013,0,0,0,0,0,0,63,2950,2,110
2014,431770,103,23,781,11,2923,0,0,0,0,0,0,70,2853,2,101
2015,431770,97,23,719,4,2832,0,0,1,0,0,0,71,2761,2,95
2016,431770,98,16,681,7,2759,0,0,0,0,0,0,69,2690,2,96
2017,431770,109,23,643,5,2679,0,0,0,0,0,0,75,2604,3,106
2018,431770,122,24,601,8,2615,0,0,0,0,0,0,65,2550,3,119
2019,431770,108,16,564,10,2539,0,0,0,0,0,1,76,2463,3,105
2020,431770,108,21,526,8,2481,0,0,0,0,0,0,74,2407,3,105
2021,431770,108,14,508,3,2419,0,0,1,1,0,0,82,2337,4,104
2022,431770,87,13,NA,4,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431775,20,2,141,0,578,0,0,0,0,0,0,31,547,1,19
2013,431775,23,3,136,1,566,0,0,0,0,0,0,22,544,1,22
2014,431775,15,0,131,1,554,0,0,0,0,0,0,23,531,1,14
2015,431775,34,4,126,0,546,0,1,0,0,0,0,25,521,2,32
2016,431775,14,1,121,1,536,0,0,0,0,0,0,26,510,1,13
2017,431775,17,1,116,0,527,0,1,0,0,0,0,28,499,1,16
2018,431775,20,2,109,0,513,0,1,1,0,0,0,29,484,1,19
2019,431775,23,1,104,0,504,0,0,1,0,0,0,27,477,1,22
2020,431775,23,4,99,0,494,0,1,0,0,0,0,26,468,1,22
2021,431775,23,0,97,0,489,0,0,0,0,0,0,26,463,1,22
2022,431775,22,1,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431780,195,27,1043,1,4194,0,0,0,0,0,0,424,3770,20,175
2013,431780,190,33,994,6,4127,0,0,0,0,0,0,417,3710,19,171
2014,431780,198,27,942,8,4047,0,0,0,0,0,0,409,3638,20,178
2015,431780,220,26,890,3,3961,0,0,0,0,0,0,376,3585,21,199
2016,431780,196,22,864,5,3894,0,0,0,1,0,1,386,3508,19,177
2017,431780,183,18,833,4,3821,0,1,0,0,0,1,394,3427,19,164
2018,431780,173,20,803,1,3746,0,0,0,0,0,0,382,3364,18,155
2019,431780,170,13,775,7,3681,0,0,0,0,1,0,372,3309,17,153
2020,431780,155,16,748,3,3612,0,0,1,0,0,0,365,3247,16,139
2021,431780,199,16,728,4,3544,0,0,0,0,0,0,358,3186,20,179
2022,431780,172,12,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431790,139,14,1003,3,4062,0,0,0,0,0,0,264,3798,9,130
2013,431790,145,11,943,3,3982,0,0,0,0,0,0,271,3711,10,135
2014,431790,161,7,884,4,3902,0,0,0,0,0,0,269,3633,11,150
2015,431790,145,14,825,4,3823,0,0,1,0,0,0,271,3552,10,135
2016,431790,128,6,787,1,3750,0,0,0,0,0,0,278,3472,9,119
2017,431790,151,8,745,2,3676,0,0,0,0,0,0,301,3375,12,139
2018,431790,188,16,703,1,3600,0,0,0,0,0,0,320,3280,17,171
2019,431790,171,10,662,4,3526,0,0,0,0,0,0,338,3188,16,155
2020,431790,141,8,623,0,3455,0,0,0,1,0,0,352,3103,14,127
2021,431790,149,9,607,2,3400,0,0,0,1,0,0,425,2975,19,130
2022,431790,154,7,NA,1,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,431795,16,0,153,2,625,0,0,0,0,0,0,18,607,0,16
2013,431795,21,2,144,0,610,0,0,0,0,0,0,12,598,0,21
2014,431795,28,6,135,0,595,0,0,0,0,0,0,9,586,0,28
2015,431795,21,2,126,0,579,0,0,0,0,0,0,12,567,0,21
2016,431795,24,3,121,0,560,1,0,0,0,0,0,12,548,1,23
2017,431795,29,6,117,0,543,1,0,0,0,0,0,14,529,1,28
2018,431795,18,2,112,0,525,0,0,0,0,0,0,13,512,0,18
2019,431795,14,1,107,0,505,1,0,0,0,0,0,12,493,0,14
2020,431795,24,2,103,1,489,1,0,0,0,0,0,13,476,1,23
2021,431795,28,0,97,1,475,0,0,0,0,0,0,13,462,1,27
2022,431795,20,2,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431800,761,163,5129,27,18855,0,0,0,0,0,0,1169,17686,47,714
2013,431800,774,154,4931,19,18572,0,0,0,0,0,0,1151,17421,48,726
2014,431800,735,153,4731,21,18290,0,0,0,0,0,0,878,17412,35,700
2015,431800,806,146,4530,21,17997,4,0,12,0,0,0,936,17061,42,764
2016,431800,807,153,4340,20,17687,13,2,20,0,0,1,1044,16643,48,759
2017,431800,823,145,4136,20,17373,9,0,31,1,0,1,1094,16279,52,771
2018,431800,763,107,3928,18,17051,14,4,24,1,0,0,1074,15977,48,715
2019,431800,812,105,3733,32,16753,6,2,11,1,0,0,1039,15714,50,762
2020,431800,726,114,3546,24,16457,4,0,4,2,0,0,1020,15437,45,681
2021,431800,706,78,3413,33,16181,6,2,13,0,0,1,1084,15097,47,659
2022,431800,662,78,NA,22,NA,9,5,18,1,1,2,NA,NA,NA,NA
2012,431805,27,0,200,0,801,0,0,0,0,0,0,65,736,2,25
2013,431805,16,0,188,0,783,0,0,0,0,0,0,56,727,1,15
2014,431805,23,2,175,1,773,0,0,0,0,0,0,60,713,2,21
2015,431805,22,2,162,0,757,0,0,0,0,0,0,62,695,2,20
2016,431805,22,0,157,0,743,0,0,0,0,0,0,55,688,2,20
2017,431805,28,2,151,0,728,0,0,0,0,0,0,54,674,2,26
2018,431805,20,0,145,0,713,0,0,0,0,0,0,54,659,2,18
2019,431805,28,3,139,0,700,0,0,0,0,0,0,50,650,2,26
2020,431805,25,1,134,1,685,0,0,0,0,0,0,52,633,2,23
2021,431805,30,3,130,0,676,0,0,0,0,0,0,58,618,3,27
2022,431805,16,0,NA,0,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,431810,174,27,1434,13,5409,0,0,0,0,0,0,243,5166,8,166
2013,431810,177,34,1346,9,5295,0,0,0,0,0,0,238,5057,8,169
2014,431810,215,42,1263,7,5179,0,0,0,0,0,0,223,4956,9,206
2015,431810,196,36,1173,8,5067,0,0,0,0,0,0,223,4844,9,187
2016,431810,174,25,1118,7,4949,2,0,1,0,0,0,223,4726,8,166
2017,431810,178,29,1060,6,4828,1,1,2,0,0,0,222,4606,8,170
2018,431810,151,22,1001,9,4709,0,1,3,0,0,0,221,4488,7,144
2019,431810,174,23,948,7,4597,1,0,2,0,0,0,211,4386,8,166
2020,431810,141,15,894,7,4489,2,0,0,0,0,0,202,4287,6,135
2021,431810,131,21,858,7,4400,0,0,0,0,0,0,194,4206,6,125
2022,431810,140,22,NA,7,NA,4,0,1,0,0,0,NA,NA,NA,NA
2012,431820,283,82,1731,13,5980,0,0,0,0,0,0,586,5394,28,255
2013,431820,264,72,1709,16,5962,0,0,0,0,0,0,584,5378,26,238
2014,431820,261,62,1684,20,5945,0,0,0,0,0,0,517,5428,23,238
2015,431820,274,64,1660,15,5927,2,0,4,1,0,0,522,5405,24,250
2016,431820,294,56,1626,23,5901,2,0,6,0,0,0,584,5317,29,265
2017,431820,275,57,1585,21,5868,0,0,5,0,0,0,587,5281,28,247
2018,431820,249,46,1544,15,5837,3,0,1,0,0,0,584,5253,25,224
2019,431820,269,48,1506,16,5807,3,1,7,0,0,0,557,5250,26,243
2020,431820,241,43,1471,12,5778,0,1,4,0,0,0,560,5218,23,218
2021,431820,260,41,1432,15,5747,2,1,3,0,0,0,586,5161,27,233
2022,431820,261,32,NA,15,NA,2,1,8,0,0,0,NA,NA,NA,NA
2012,431830,790,158,4966,36,18214,0,0,0,0,0,0,729,17485,32,758
2013,431830,774,146,4827,25,18063,0,0,0,0,0,0,723,17340,31,743
2014,431830,765,147,4682,44,17906,0,0,0,0,0,0,680,17226,29,736
2015,431830,812,148,4540,34,17755,0,0,1,0,0,0,692,17063,32,780
2016,431830,832,158,4407,32,17572,0,0,1,0,0,0,685,16887,32,800
2017,431830,802,154,4259,29,17366,0,0,0,0,0,0,712,16654,33,769
2018,431830,795,156,4106,21,17172,0,0,0,0,0,0,738,16434,34,761
2019,431830,792,114,3966,28,16993,1,0,0,1,0,0,714,16279,33,759
2020,431830,730,113,3832,28,16807,0,0,1,0,0,0,689,16118,30,700
2021,431830,674,98,3726,27,16667,2,0,3,0,0,0,667,16000,27,647
2022,431830,698,104,NA,20,NA,5,0,5,1,0,0,NA,NA,NA,NA
2012,431840,295,61,1761,13,6755,0,0,0,0,0,0,1398,5357,61,234
2013,431840,270,47,1738,15,6743,0,0,0,0,0,0,1423,5320,57,213
2014,431840,288,49,1715,13,6729,0,0,0,0,0,0,1440,5289,62,226
2015,431840,302,57,1692,11,6720,4,0,3,0,0,0,1317,5403,59,243
2016,431840,264,47,1665,10,6713,4,1,3,0,0,1,1262,5451,50,214
2017,431840,290,47,1631,14,6699,2,1,3,0,0,0,1199,5500,52,238
2018,431840,257,39,1595,17,6687,4,2,7,1,0,0,1197,5490,46,211
2019,431840,294,30,1565,10,6675,4,2,7,0,0,0,1135,5540,50,244
2020,431840,261,33,1537,9,6665,2,2,4,1,0,0,1086,5579,43,218
2021,431840,209,30,1510,9,6665,5,2,4,0,0,1,1080,5585,34,175
2022,431840,236,21,NA,11,NA,12,0,3,1,0,0,NA,NA,NA,NA
2012,431842,23,5,319,0,1260,0,0,0,0,0,0,42,1218,1,22
2013,431842,34,3,297,0,1233,0,0,0,0,0,0,41,1192,1,33
2014,431842,42,5,275,0,1204,0,0,0,0,0,0,40,1164,1,41
2015,431842,33,3,253,0,1178,0,0,1,0,0,0,38,1140,1,32
2016,431842,41,8,238,0,1147,0,0,0,0,0,0,38,1109,1,40
2017,431842,37,1,221,1,1113,0,0,0,0,1,0,37,1076,1,36
2018,431842,51,2,205,0,1080,0,0,0,0,0,0,36,1044,2,49
2019,431842,39,4,189,0,1048,0,0,0,0,0,0,36,1012,1,38
2020,431842,48,3,174,0,1016,0,0,0,0,0,0,38,978,2,46
2021,431842,28,2,168,0,999,0,0,0,0,0,0,38,961,1,27
2022,431842,42,1,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431843,24,6,178,1,702,0,0,0,0,0,0,112,590,4,20
2013,431843,21,6,166,1,687,0,0,0,0,0,0,115,572,4,17
2014,431843,31,2,155,1,671,0,0,0,0,0,0,108,563,5,26
2015,431843,20,4,143,0,657,1,0,0,0,0,0,113,544,3,17
2016,431843,23,4,138,1,645,1,0,1,0,0,0,106,539,4,19
2017,431843,29,3,132,0,633,0,0,0,0,0,0,101,532,5,24
2018,431843,27,3,126,2,623,0,0,0,0,0,0,104,519,5,22
2019,431843,28,7,121,0,610,0,0,0,0,0,0,102,508,5,23
2020,431843,22,0,115,1,598,0,0,0,0,0,1,106,492,4,18
2021,431843,26,1,110,3,591,0,0,0,0,0,0,110,481,5,21
2022,431843,26,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431844,22,1,197,0,795,0,0,0,0,0,0,20,775,1,21
2013,431844,17,2,186,0,778,0,0,0,0,0,0,18,760,0,17
2014,431844,26,3,175,0,762,0,0,0,0,0,0,74,688,3,23
2015,431844,26,3,165,0,749,1,0,0,0,0,0,74,675,3,23
2016,431844,18,1,160,0,737,1,0,0,0,0,0,78,659,2,16
2017,431844,22,3,152,1,722,0,0,0,0,0,0,77,645,2,20
2018,431844,24,2,147,1,709,0,0,0,0,0,0,26,683,1,23
2019,431844,22,0,140,0,694,0,0,0,0,0,0,26,668,1,21
2020,431844,20,0,134,0,681,2,0,0,0,0,0,27,654,1,19
2021,431844,19,0,130,0,673,0,0,1,0,0,0,24,649,1,18
2022,431844,31,1,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431845,23,5,208,0,728,0,0,0,0,0,0,6,722,0,23
2013,431845,28,7,194,0,713,0,0,0,0,0,0,7,706,0,28
2014,431845,22,5,179,1,705,0,0,0,0,0,0,7,698,0,22
2015,431845,26,6,165,1,685,0,0,0,0,0,0,8,677,0,26
2016,431845,22,6,156,0,665,0,0,0,0,0,0,8,657,0,22
2017,431845,26,6,145,0,652,0,0,0,0,0,0,7,645,0,26
2018,431845,31,11,135,0,635,0,0,0,0,0,0,7,628,0,31
2019,431845,21,6,125,0,620,1,0,0,0,0,0,6,614,0,21
2020,431845,36,4,115,0,602,0,0,0,0,0,0,7,595,0,36
2021,431845,25,3,111,0,589,0,0,0,0,0,0,4,585,0,25
2022,431845,24,3,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431846,14,2,191,1,621,0,0,0,0,0,0,5,616,0,14
2013,431846,18,5,179,0,608,0,0,0,0,0,0,5,603,0,18
2014,431846,22,3,168,3,600,0,0,0,0,0,0,8,592,0,22
2015,431846,22,8,157,2,586,0,0,0,0,0,0,7,579,0,22
2016,431846,17,2,145,2,571,0,0,1,0,0,0,8,563,0,17
2017,431846,21,3,132,0,553,0,0,0,0,0,0,7,546,0,21
2018,431846,16,4,119,1,536,0,0,0,0,0,0,9,527,0,16
2019,431846,20,3,107,2,520,0,0,0,0,0,0,10,510,0,20
2020,431846,18,2,94,0,504,1,0,0,0,0,0,10,494,0,18
2021,431846,24,5,90,2,489,0,0,1,0,0,0,7,482,0,24
2022,431846,23,5,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431848,40,2,291,1,1277,0,0,0,0,0,0,87,1190,3,37
2013,431848,47,3,287,0,1282,0,0,0,0,0,0,87,1195,3,44
2014,431848,41,4,282,2,1287,0,0,0,0,0,0,88,1199,3,38
2015,431848,43,3,278,1,1293,0,0,1,0,0,0,88,1205,3,40
2016,431848,35,5,276,0,1292,0,1,0,0,0,0,80,1212,2,33
2017,431848,42,1,273,0,1300,1,0,0,0,0,0,78,1222,3,39
2018,431848,40,2,270,0,1297,0,0,0,0,0,0,87,1210,3,37
2019,431848,40,3,267,1,1293,0,0,0,0,0,0,91,1202,3,37
2020,431848,24,1,265,0,1290,0,0,0,0,0,0,88,1202,2,22
2021,431848,40,3,267,1,1290,0,0,0,0,0,0,99,1191,3,37
2022,431848,29,0,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431849,13,0,134,0,561,0,0,0,0,0,0,101,460,2,11
2013,431849,15,1,121,0,545,0,0,0,0,0,0,130,415,4,11
2014,431849,24,0,107,0,527,0,0,0,0,0,0,141,386,6,18
2015,431849,22,0,94,0,513,0,0,0,0,0,0,152,361,7,15
2016,431849,19,1,90,0,506,0,0,0,0,0,0,142,364,5,14
2017,431849,33,0,85,2,497,1,0,0,0,0,0,116,381,8,25
2018,431849,19,1,80,0,488,1,0,0,0,0,0,90,398,3,16
2019,431849,17,1,75,0,478,0,0,0,0,0,0,95,383,3,14
2020,431849,20,0,71,0,470,0,0,0,0,0,0,94,376,4,16
2021,431849,14,0,71,0,462,0,0,0,0,1,0,87,375,3,11
2022,431849,23,0,NA,0,NA,2,1,0,0,0,0,NA,NA,NA,NA
2012,431850,282,44,2089,19,7596,0,0,0,0,0,0,441,7155,16,266
2013,431850,260,47,2042,10,7565,0,0,0,0,0,0,598,6967,21,239
2014,431850,290,76,1996,17,7534,0,0,0,0,0,0,731,6803,28,262
2015,431850,303,60,1950,12,7506,0,2,3,1,0,0,1419,6087,57,246
2016,431850,312,57,1897,15,7465,1,0,5,0,0,0,1344,6121,56,256
2017,431850,293,49,1835,7,7414,3,3,5,0,0,0,1142,6272,45,248
2018,431850,262,43,1772,14,7366,3,0,6,0,0,0,648,6718,23,239
2019,431850,271,41,1714,15,7323,1,1,1,0,0,0,630,6693,23,248
2020,431850,304,38,1659,18,7278,1,0,5,0,0,0,626,6652,26,278
2021,431850,264,35,1618,9,7234,5,0,5,0,0,0,666,6568,24,240
2022,431850,268,31,NA,10,NA,3,2,9,0,0,0,NA,NA,NA,NA
2012,431860,79,8,509,2,1998,0,0,0,0,0,0,132,1866,5,74
2013,431860,74,12,488,1,1965,0,0,0,0,0,0,108,1857,4,70
2014,431860,71,12,468,0,1936,0,0,0,0,0,0,106,1830,4,67
2015,431860,85,11,447,3,1908,0,0,0,0,0,0,111,1797,5,80
2016,431860,58,5,426,2,1873,0,0,1,0,0,0,111,1762,3,55
2017,431860,83,10,404,0,1839,0,0,0,0,0,0,116,1723,5,78
2018,431860,88,7,381,1,1804,0,0,0,0,0,0,105,1699,5,83
2019,431860,73,1,359,2,1771,0,0,0,0,0,0,112,1659,5,68
2020,431860,70,3,338,1,1738,0,0,1,0,0,0,120,1618,5,65
2021,431860,58,3,324,1,1709,1,0,0,0,0,0,101,1608,3,55
2022,431860,73,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431861,19,2,143,0,568,0,0,0,0,0,0,136,432,5,14
2013,431861,14,0,141,0,573,0,0,0,0,0,0,138,435,3,11
2014,431861,18,2,138,0,577,0,0,0,0,0,0,138,439,4,14
2015,431861,22,1,135,0,580,0,0,0,0,0,0,146,434,6,16
2016,431861,31,1,133,1,588,0,0,0,0,0,0,146,442,8,23
2017,431861,22,1,131,0,595,0,1,0,0,0,0,144,451,5,17
2018,431861,29,4,128,0,601,0,0,0,0,0,0,142,459,7,22
2019,431861,29,0,126,0,608,0,0,0,0,0,0,143,465,7,22
2020,431861,16,2,125,0,617,0,0,0,1,0,0,138,479,4,12
2021,431861,36,2,125,0,617,1,0,1,0,0,0,148,469,9,27
2022,431861,28,1,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,NA
2012,431862,36,10,296,0,1018,0,0,0,0,0,0,34,984,1,35
2013,431862,47,20,289,0,1015,0,0,0,0,0,0,33,982,2,45
2014,431862,42,11,281,4,1009,0,0,0,0,0,0,39,970,2,40
2015,431862,58,17,273,2,1009,0,0,1,0,0,0,44,965,3,55
2016,431862,54,7,263,4,1001,2,0,3,0,0,0,39,962,2,52
